recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
-42,-18,-16,1941561415.000000,3.105573,1.2,1.21,1,2,50,999,150
-42,-25,-15,2086918829.000000,3.162025,1.2,1.21,1,2,50,999,150
-42,-17,-18,2126154259.000000,3.528189,1.2,1.21,1,2,50,999,150
-42,-11,-15,3776803820.000000,3.094024,1.2,1.21,1,2,50,999,150
-42,-14,-14,2887065855.000000,2.015343,1.2,1.21,1,2,50,999,150
-42,-64,-27,3442539268.000000,7.602592,1.1,1.11,1,2,50,999,150
-42,-30,-36,2551673198.000000,5.324372,1.1,1.11,1,2,50,999,150
-42,-34,-43,1976225840.000000,4.886755,1.1,1.11,1,2,50,999,150
-42,-40,-35,3268415606.000000,4.615822,1.1,1.11,1,2,50,999,150
-42,-22,-19,3085800546.000000,3.460752,1.1,1.11,1,2,50,999,150
-36,-68,-83,2691149449.000000,10.989724,1,1.01,1,2,50,999,150
-21,-95,-56,2647268966.000000,9.643588,0.9,0.91,1,2,50,999,150
-2,-123,-28,3655541807.000000,7.401339,0.7,0.71,1,2,50,999,150
0,-120,-31,3729710081.000000,8.281324,0.5,0.51,1,2,50,999,150
0,-133,-18,1877136378.000000,9.133270,0.3,0.31,1,2,50,999,150
0,-142,-9,3023821203.000000,9.856670,0.1,0.11,1,2,50,999,150
0,-132,-19,3448886002.000000,4.822200,0.01,0.02,1,2,50,999,150
0,-140,-11,1854000418.000000,5.343616,1,1.1,-1,-1,50,999,150
44,0,0,3734212080.000000,0.423125,-1,-1,1,2,100,44,150
44,0,0,2571222967.000000,0.783406,-1,-1,1,2,100,999,150
52,0,0,2362162276.000000,0.599245,-1,-1,1,2,100,999,150
48,0,0,2171604422.000000,5.534454,-1,-1,1,2,100,999,150
40,0,0,1881235181.000000,0.510238,-1,-1,1,2,100,40,150
54,0,0,2084086435.000000,1.730847,3,3.01,1,2,100,999,150
53,0,0,1896365428.000000,1.574814,3,3.01,1,2,100,999,150
49,0,0,3403634502.000000,1.551583,3,3.01,1,2,100,999,150
51,0,0,3781966365.000000,1.247750,3,3.01,1,2,100,999,150
54,0,0,3190023293.000000,1.760826,3,3.01,1,2,100,999,150
56,0,0,1790275364.000000,1.775735,2,2.01,1,2,100,999,150
-40,0,-1,2035198692.000000,1.467557,2,2.01,1,2,100,999,150
53,0,0,1770747762.000000,1.705789,2,2.01,1,2,100,999,150
49,0,0,2369335207.000000,1.994675,2,2.01,1,2,100,999,150
-40,0,-1,2570920957.000000,1.568689,2,2.01,1,2,100,999,150
37,4,3,2210392641.000000,2.340309,1.5,1.51,1,2,100,999,150
-40,-5,-2,2472088249.000000,1.805321,1.5,1.51,1,2,100,999,150
-40,-2,-2,2868028381.000000,1.196641,1.5,1.51,1,2,100,999,150
-40,-6,0,3356233532.000000,1.267451,1.5,1.51,1,2,100,999,150
36,5,3,2766386430.000000,1.385356,1.5,1.51,1,2,100,999,150
33,6,3,2825721344.000000,1.165760,1.2,1.21,1,2,100,999,150
-40,-4,-3,2328447172.000000,1.479988,1.2,1.21,1,2,100,999,150
-33,-4,-6,3150561164.000000,1.958293,1.2,1.21,1,2,100,999,150
36,4,4,3728019524.000000,1.457406,1.2,1.21,1,2,100,999,150
-38,-4,-4,1758817906.000000,1.348402,1.2,1.21,1,2,100,999,150
-33,-20,-15,3197330561.000000,2.407826,1.1,1.11,1,2,100,999,150
-33,-15,-13,2943312760.000000,2.133609,1.1,1.11,1,2,100,999,150
-33,-9,-8,2467290915.000000,1.597712,1.1,1.11,1,2,100,999,150
-33,-12,-10,2395595022.000000,1.870733,1.1,1.11,1,2,100,999,150
32,8,7,3372216765.000000,1.421012,1.1,1.11,1,2,100,999,150
30,33,27,2966148829.000000,3.407958,1,1.01,1,2,100,999,150
19,19,13,2377916685.000000,1.392360,1,1.01,1,2,100,999,150
-19,-36,-17,3426803742.000000,1.919802,1,1.01,1,2,100,999,150
-19,-35,-13,2241249656.000000,3.022753,1,1.01,1,2,100,999,150
-19,-22,-14,2205800166.000000,2.136344,1,1.01,1,2,100,999,150
-10,-106,-45,3071350041.000000,7.685036,0.9,0.91,1,2,100,999,150
-1,-131,-20,2681854461.000000,9.519162,0.7,0.71,1,2,100,999,150
0,-137,-14,3256666550.000000,8.774530,0.5,0.51,1,2,100,999,150
0,-133,-18,3190268960.000000,5.620531,0.3,0.31,1,2,100,999,150
0,-136,-15,3496191306.000000,4.481482,0.1,0.11,1,2,100,999,150
0,-134,-17,1755990407.000000,4.388005,0.01,0.02,1,2,100,999,150
0,-147,-4,3632644448.000000,5.133984,1,1.1,-1,-1,100,999,150
